x coord, y coord, z coord, scalar 
8.69612, 18.5232, 0, 0.00276876
8.69612, 18.6936, 0, 0.00284627
8.69612, 18.8861, 0, 0.00292932
8.69612, 19.0566, 0, 0.00299773
8.69611, 19.166, 0, 0.00303844
0.303885, 19.0403, 0, 0.00409055
0.303885, 19.175, 0, 0.00418323
0.303885, 19.3849, 0, 0.00430739
0.303885, 19.6219, 0, 0.00440688
0.303885, 19.8317, 0, 0.00445136
0.303885, 19.9665, 0, 0.00445883
1.52456, 19.0665, 0, 0.00392124
1.52456, 19.1975, 0, 0.00401211
1.52456, 19.4017, 0, 0.00413449
1.52456, 19.6322, 0, 0.00423363
1.52456, 19.8363, 0, 0.00427882
1.52456, 19.9674, 0, 0.00428692
3.42621, 19.1073, 0, 0.003666
3.42621, 19.2326, 0, 0.00375262
3.42621, 19.4278, 0, 0.00386959
3.42621, 19.6483, 0, 0.00396492
3.42621, 19.8435, 0, 0.00400876
3.42621, 19.9688, 0, 0.0040167
5.57379, 19.1534, 0, 0.00339359
5.57379, 19.2723, 0, 0.00347327
5.57379, 19.4574, 0, 0.00358019
5.57379, 19.6665, 0, 0.00366617
5.57379, 19.8516, 0, 0.00370447
5.57379, 19.9704, 0, 0.00371033
7.47544, 19.1943, 0, 0.00317003
7.47544, 19.3074, 0, 0.00324158
7.47544, 19.4836, 0, 0.00333595
7.47544, 19.6826, 0, 0.00340917
7.47544, 19.8587, 0, 0.0034391
7.47544, 19.9718, 0, 0.00344153
8.69611, 19.2205, 0, 0.00303704
8.69612, 19.3299, 0, 0.0031023
8.69612, 19.5004, 0, 0.00318675
8.69612, 19.6929, 0, 0.00324972
8.69612, 19.8633, 0, 0.00327298
8.69611, 19.9728, 0, 0.00327269
14.7974, 19.9795, 0, 0.000782924
14.7974, 19.8972, 0, 0.000775448
14.7974, 19.769, 0, 0.000752029
14.7974, 19.6242, 0, 0.000712299
14.7974, 19.496, 0, 0.000669362
14.7974, 19.4137, 0, 0.000639354
13.9836, 19.9786, 0, 0.0010723
13.9836, 19.8926, 0, 0.00106793
13.9836, 19.7587, 0, 0.00104666
13.9836, 19.6074, 0, 0.00100544
13.9836, 19.4735, 0, 0.00095854
